Unit name,Unit name local script,Fuel type,Unit type,Country,"Subnational unit (province, state)",Latitude,Longitude,Location accuracy,Status,Status year,Discovery year,Production start year,Operator,Owner,Parent,Basin,Concession / block,Project or complex,GEM Unit ID,Government unit ID,Wiki URL
Matzen,,oil and gas,field,Austria,,48.4167,16.7167,approximate,operating,2014,1949,1951,OMV,,,,,,OG0000001,,https://www.gem.wiki/Matzen_Oil_and_Gas_Field_(Austria)
Aphrodite,,gas,field,Cyprus,,33.1847,33.3417,exact,discovered,2020,2011,2026 (expected),Noble Energy,Noble Energy [35%]; Royal Dutch Shell [35%]; Delek Drilling [30%],Chevron Corporation [35%]; Royal Dutch Shell [35%]; Delek Group [30%],,Block 12 of EEZ,,OG0000471,,https://www.gem.wiki/Aphrodite_Gas_Field
Calypso,,gas,field,Cyprus,,33.983,31.431,approximate,discovered,2019,2017,,Eni S.P.A.,Eni S.P.A. [50%]; TotalEnergies [50%],Eni S.P.A. [50%]; TotalEnergies [50%],,Block 6 of EEZ,,OG0000472,,https://www.gem.wiki/Calypso_Gas_Field
Glaucus,,gas,field,Cyprus,,33.276,31.702,approximate,discovered,2019,2019,,ExxonMobil,ExxonMobil [60%]; Qatar Petroleum [40%],ExxonMobil Corporation [60%]; Qatar Petroleum [40%],,Block 10 of EEZ,,OG0000473,,https://www.gem.wiki/Glaucus_Gas_Field
Dan,,oil and gas,field,Denmark,,55.4731,5.1025,exact,operating,2021,1971,1972,TotalEnergies,,,,,,OG0004893,,https://www.gem.wiki/Dan_Oil_and_Gas_Field_(Denmark)
Gorm,,oil and gas,field,Denmark,,55.5768,4.7592,exact,operating,2021,1971,1981,TotalEnergies,,,,,,OG0004895,,https://www.gem.wiki/Gorm_Oil_and_Gas_Field_(Denmark)
Halfdan,,oil and gas,field,Denmark,,55.566,5.079,exact,operating,2021,,1999,TotalEnergies,,,,,,OG0004896,,https://www.gem.wiki/Halfdan_Oil_and_Gas_Field_(Denmark)
Harald,,oil and gas,field,Denmark,,56.3348,4.2524,exact,operating,2020,1980,1997,TotalEnergies,,,,,,OG0004899,,https://www.gem.wiki/Harald_Oil_and_Gas_Field_(Denmark)
Roar,,oil and gas,field,Denmark,,55.7434,4.6501,exact,operating,2019,,1996,TotalEnergies,,,,,,OG0004910,,https://www.gem.wiki/Roar_Oil_and_Gas_Field_(Denmark)
Siri,,oil and gas,field,Denmark,,56.4941,4.9592,exact,operating,2021,,1999,INEOS,,,,,,OG0004912,,https://www.gem.wiki/Siri_Oil_and_Gas_Field_(Denmark)
Skjold,,oil and gas,field,Denmark,,55.5341,4.9049,exact,operating,2021,1977,1982,TotalEnergies,,,,,,OG0004913,,https://www.gem.wiki/Skjold_Oil_and_Gas_Field_(Denmark)
South Arne,,oil and gas,field,Denmark,,56.0622,4.2534,exact,operating,2021,,1999,Hess Corporation,,,,,,OG0004916,,https://www.gem.wiki/South_Arne_Oil_and_Gas_Field_(Denmark)
Tyra,,oil and gas,field,Denmark,,55.7166,4.7927,exact,operating,2020,1968,1984,TotalEnergies,,,,,Tyra,OG0004919,,https://www.gem.wiki/Tyra_Oil_and_Gas_Field_(Denmark)
Tyra Southeast,,oil and gas,field,Denmark,,55.6501,4.8943,exact,operating,2020,,2002,TotalEnergies,,,,,Tyra,OG0004920,,https://www.gem.wiki/Tyra_Southeast_Oil_and_Gas_Field_(Denmark)
Valdemar,,oil and gas,field,Denmark,,55.8027,4.556,exact,operating,2020,1977,1993,TotalEnergies,,,,,,OG0004921,,https://www.gem.wiki/Valdemar_Oil_and_Gas_Field_(Denmark)
Lacq,,gas,field,France,,43.4167,-0.7167,approximate,operating,|,1951,1957,,TotalEnergies [unknown %]; Sobegi [unknown %]; Arkema [unknown %],TotalEnergies [unknown %]; TotalEnergies [unknown %]; Arkema [unknown %],,,,OG0000474,,https://www.gem.wiki/Lacq_Gas_Field_(France)
Aitingen,,oil and gas,field,Germany,,,,,operating,2019,1976,,Wintershall DEA,,,,,,OG0000479,,https://www.gem.wiki/Aitingen_Oil_and_Gas_Field_(Germany)
Alfeld-Elze/HildesheimerWald,,gas,field,Germany,,52.1359,9.744,exact,operating,2019,1972,1972,5P Energy GmbH,,,,,,OG0000481,,https://www.gem.wiki/Alfeld-ElzeHildesheimerWald_Gas_Field_(Germany)
Apeldorn,,gas,field,Germany,,52.7575,7.363,exact,operating,2019,1963,1963,Neptune,,,,,,OG0000483,,https://www.gem.wiki/Apeldorn_Gas_Field_(Germany)
Bahrenborstel/Burgmoor/Uchte (Zechstein),,gas,field,Germany,,52.537,8.806,exact,operating,2019,1962,1962,ExxonMobil Production Deutschland GmbH,,,,,,OG0000484,,https://www.gem.wiki/BahrenborstelBurgmoorUchte_(Zechstein)_Gas_Field_(Germany)
Bahrenborstel/Uchte (Buntsandstein),,gas,field,Germany,,52.5114,8.8295,exact,operating,2019,1962,1962,ExxonMobil Production Deutschland GmbH,,,,,,OG0000485,,https://www.gem.wiki/BahrenborstelUchte_(Buntsandstein)_Gas_Field_(Germany)
Barenburg,,oil and gas,field,Germany,,52.6394,8.794,exact,operating,2019,1953,1953,ExxonMobil Production Deutschland GmbH,,,,,,OG0000486,,https://www.gem.wiki/Barenburg_Oil_and_Gas_Field_(Germany)
Barenburg/Buchhorst (Buntsandstein),,gas,field,Germany,,52.6584,8.764,exact,operating,2019,1959,1959,ExxonMobil Production Deutschland GmbH,,,,,,OG0000488,,https://www.gem.wiki/BarenburgBuchhorst_(Buntsandstein)_Gas_Field_(Germany)
Barrien,,gas,field,Germany,,52.9778,8.829,exact,operating,2019,1964,1964,Wintershall DEA,,,,,,OG0000489,,https://www.gem.wiki/Barrien_Gas_Field_(Germany)
Bramberge,,oil and gas,field,Germany,,52.6167,7.345,exact,operating,2019,1957,1957,Neptune,,,,,,OG0000493,,https://www.gem.wiki/Bramberge_Oil_and_Gas_Field_(Germany)
Brettorf/Brinkholz/Neerstedt,,gas,field,Germany,,52.9529,8.402,exact,operating,2019,1977,1979,ExxonMobil Production Deutschland GmbH,,,,,,OG0000494,,https://www.gem.wiki/BrettorfBrinkholzNeerstedt_Gas_Field_(Germany)
Buchhorst/Barenburg (Zechstein),,gas,field,Germany,,52.6447,8.745,exact,operating,2019,1959,1959,ExxonMobil Production Deutschland GmbH,,,,,,OG0000495,,https://www.gem.wiki/BuchhorstBarenburg_(Zechstein)_Gas_Field_(Germany)
Cappeln (Zechstein),,gas,field,Germany,,52.8027,8.095,exact,operating,2019,1970,1970,ExxonMobil Production Deutschland GmbH,,,,,,OG0000500,,https://www.gem.wiki/Cappeln_(Zechstein)_Gas_Field_(Germany)
Deblinghausen,,gas,field,Germany,,52.5924,8.99,exact,operating,2019,1958,1958,ExxonMobil Production Deutschland GmbH,,,,,,OG0000501,,https://www.gem.wiki/Deblinghausen_Gas_Field_(Germany)
Dethlingen,,gas,field,Germany,,52.9553,10.169,exact,operating,2019,1971,1971,Wintershall DEA; ExxonMobil Production Deutschland GmbH,,,,,,OG0000502,,https://www.gem.wiki/Dethlingen_Gas_Field_(Germany)
D�tlingen (Zechstein),,gas,field,Germany,,52.9126,8.354,exact,operating,2019,1965,1965,ExxonMobil Production Deutschland GmbH,,,,,,OG0000503,,https://www.gem.wiki/D�tlingen_(Zechstein)_Gas_Field_(Germany)
Emlichheim,,oil and gas,field,Germany,,52.6457,6.87,exact,operating,2019,1944,1944,Wintershall DEA,,,,,,OG0000512,,https://www.gem.wiki/Emlichheim_Oil_and_Gas_Field_(Germany)
Georgsdorf,,oil and gas,field,Germany,,,,,operating,2019,1944,,ExxonMobil Production Deutschland GmbH,,,,,,OG0000519,,https://www.gem.wiki/Georgsdorf_Oil_and_Gas_Field_(Germany)
Goldenstedt/Oythe (Karbon),,gas,field,Germany,,52.75,8.315,exact,operating,2019,1959,1959,ExxonMobil Production Deutschland GmbH,,,,,,OG0000521,,https://www.gem.wiki/Goldenstedt_Oythe_(Karbon)_Gas_Field_(Germany)
Goldenstedt/Visbek (Zechstein),,gas,field,Germany,,52.7957,8.259,exact,operating,2019,1962,1971,ExxonMobil Production Deutschland GmbH,,,,,,OG0000522,,https://www.gem.wiki/Goldenstedt_Visbek_(Zechstein)_Gas_Field_(Germany)
Hamwiede,,gas,field,Germany,,52.9208,9.448,exact,operating,2019,1968,1968,ExxonMobil Production Deutschland GmbH,,,,,,OG0000527,,https://www.gem.wiki/Hamwiede_Gas_Field_(Germany)
Hemmelte/Kneheim/Vahren (Zechstein),,gas,field,Germany,,52.8029,7.958,exact,operating,2019,1980,1984,ExxonMobil Production Deutschland GmbH,,,,,,OG0000533,,https://www.gem.wiki/HemmelteKneheimVahren_(Zechstein)_Gas_Field_(Germany)
Hengstlage (Buntsandstein),,gas,field,Germany,,52.9944,8.214,exact,operating,2019,1963,1963,ExxonMobil Production Deutschland GmbH,,,,,,OG0000535,,https://www.gem.wiki/Hengstlage_(Buntsandstein)_Gas_Field_(Germany)
Hengstlage/Sage/Sagermeer (Zechstein),,gas,field,Germany,,52.9809,8.169,exact,operating,2019,1968,1968,ExxonMobil Production Deutschland GmbH,,,,,,OG0000536,,https://www.gem.wiki/HengstlageSageSagermeer_(Zechstein)_Gas_Field_(Germany)
Husum/Schneeren,,gas,field,Germany,,52.5336,9.289,exact,operating,2019,1986,1987,ExxonMobil Production Deutschland GmbH; Neptune,,,,,,OG0000537,,https://www.gem.wiki/HusumSchneeren_Gas_Field_(Germany)
Itterbeck-Halle/Getelo (Karbon),,gas,field,Germany,,52.4564,6.89,exact,operating,2019,1951,1951,Neptune,,,,,,OG0000543,,https://www.gem.wiki/Itterbeck-HalleGetelo_(Karbon)_Gas_Field_(Germany)
Klosterseelte/Kirchseelte/Ortholz,,gas,field,Germany,,52.9305,8.679,exact,operating,2019,1985,1987,ExxonMobil Production Deutschland GmbH,,,,,,OG0000548,,https://www.gem.wiki/KlosterseelteKirchseelteOrtholz_Gas_Field_(Germany)
Mittelplate/Dieksand,,oil and gas,field,Germany,,54.01,8.732,exact,operating,2019,1980,1987,Wintershall DEA,,,,,,OG0000566,,https://www.gem.wiki/MittelplateDieksand_Oil_and_Gas_Field_(Germany)
Nordsee A6/B4,,oil and gas,field,Germany,,55.8007,3.979,exact,operating,2019,1974,2000,Wintershall DEA,,,,,,OG0000569,,https://www.gem.wiki/Nordsee_A6B4_Oil_and_Gas_Field_(Germany)
Ringe (Karbon),,gas,field,Germany,,52.6082,6.947,exact,operating,2019,1998,1998,Neptune,,,,,,OG0000579,,https://www.gem.wiki/Ringe_(Karbon)_Gas_Field_(Germany)
Ringe (�l),,oil and gas,field,Germany,,52.6084,6.944,exact,operating,2019,1998,1998,Neptune,,,,,,OG0000580,,https://www.gem.wiki/Ringe_(�l)_Oil_and_Gas_Field_(Germany)
Rotenburg/Taaken,,gas,field,Germany,,53.1357,9.346,exact,operating,2019,1982,1982,Wintershall DEA; ExxonMobil Production Deutschland GmbH,,,,,,OG0000581,,https://www.gem.wiki/RotenburgTaaken_Gas_Field_(Germany)
R�merberg,,oil and gas,field,Germany,,,,,operating,2019,2003,,Neptune,,,,,,OG0000582,,https://www.gem.wiki/R�merberg_Oil_and_Gas_Field_(Germany)
R�hle,,oil and gas,field,Germany,,,,,operating,2019,1949,,ExxonMobil Production Deutschland GmbH; Neptune; Wintershall DEA,,,,,,OG0000583,,https://www.gem.wiki/R�hle_Oil_and_Gas_Field_(Germany)
Salzwedel (Altmark/Sanne/Wenze),,gas,field,Germany,,52.8833,11.0667,approximate,operating,2019,1968,,Neptune,,,,,,OG0000589,,https://www.gem.wiki/Salzwedel_(AltmarkSanneWenze)_Gas_Field_(Germany)
Scheerhorn,,oil and gas,field,Germany,,52.5705,6.995,exact,operating,2019,1949,1949,Neptune,,,,,,OG0000590,,https://www.gem.wiki/Scheerhorn_Oil_and_Gas_Field_(Germany)
Siedenburg/Staffhorst (Buntsandstein),,gas,field,Germany,,52.6741,8.979,exact,operating,2019,1963,1963,ExxonMobil Production Deutschland GmbH,,,,,,OG0000594,,https://www.gem.wiki/SiedenburgStaffhorst_(Buntsandstein)_Gas_Field_(Germany)
Siedenburg/Staffhorst (Zechstein),,gas,field,Germany,,,,,operating,2019,1963,1963,Wintershall DEA; ExxonMobil Production Deutschland GmbH,,,,,,OG0000595,,https://www.gem.wiki/SiedenburgStaffhorst_(Zechstein)_Gas_Field_(Germany)
Staffhorst-Nord/P�psen,,gas,field,Germany,,52.7219,8.957,exact,operating,2019,1973,1973,Wintershall DEA,,,,,,OG0000598,,https://www.gem.wiki/Staffhorst-NordP�psen_Gas_Field_(Germany)
S�hlingen,,gas,field,Germany,,53.0725,9.613,exact,operating,2019,1980,1980,ExxonMobil Production Deutschland GmbH,,,,,,OG0000601,,https://www.gem.wiki/S�hlingen_Gas_Field_(Germany)
Th�nse (Jura),,oil and gas,field,Germany,,,,,operating,2019,1952,1952,ExxonMobil Production Deutschland GmbH,,,,,,OG0000602,,https://www.gem.wiki/Th�nse_(Jura)_Oil_and_Gas_Field_(Germany)
Uttum,,gas,field,Germany,,53.4504,7.149,exact,operating,2019,1970,1970,ExxonMobil Production Deutschland GmbH,,,,,,OG0000605,,https://www.gem.wiki/Uttum_Gas_Field_(Germany)
Varnhorn/Quaadmoor/W�stend�llen (Zechstein),,gas,field,Germany,,52.8341,8.3505,exact,operating,2019,1968,1968,ExxonMobil Production Deutschland GmbH,,,,,,OG0000607,,https://www.gem.wiki/VarnhornQuaadmoorW�stend�llen_(Zechstein)_Gas_Field_(Germany)
Vorhop,,oil and gas,field,Germany,,52.6117,10.638,exact,operating,2019,1952,1952,"Vermilion Energy Germany GmbH & Co. KG,",,,,,,OG0000609,,https://www.gem.wiki/Vorhop_Oil_and_Gas_Field_(Germany)
V�lkersen/V�lkersen-Nord,,gas,field,Germany,,53.0007,9.233,exact,operating,2019,1992,,Wintershall DEA,,,,,,OG0000610,,https://www.gem.wiki/V�lkersenV�lkersen-Nord_Gas_Field_(Germany)
Walsrode Z4/Idsingen,,gas,field,Germany,,52.8984,9.539,exact,operating,2019,1980,1980,ExxonMobil Production Deutschland GmbH,,,,,,OG0000612,,https://www.gem.wiki/Walsrode_Z4Idsingen_Gas_Field_(Germany)
Wardb�hmen/Bleckmar,,gas,field,Germany,,52.8415,9.894,exact,operating,2019,1987,1987,Wintershall DEA,,,,,,OG0000614,,https://www.gem.wiki/Wardb�hmenBleckmar_Gas_Field_(Germany)
Weissenmoor,,gas,field,Germany,,52.995,9.446,exact,operating,2019,1996,1996,Wintershall DEA,,,,,,OG0000616,,https://www.gem.wiki/Weissenmoor_Gas_Field_(Germany)
Wietingsmoor (Karbon),,gas,field,Germany,,52.7033,8.652,exact,operating,2019,1968,1968,ExxonMobil Production Deutschland GmbH,,,,,,OG0000620,,https://www.gem.wiki/Wietingsmoor_(Karbon)_Gas_Field_(Germany)
Wietingsmoor (Zechstein),,gas,field,Germany,,52.703,8.649,exact,operating,2019,1968,1968,ExxonMobil Production Deutschland GmbH,,,,,,OG0000621,,https://www.gem.wiki/Wietingsmoor_(Zechstein)_Gas_Field_(Germany)
Algyo,,oil and gas,field,Hungary,,46.3333,20.25,approximate,operating,2006,1965,,Falcon Oil & Gas Ltd; NAFTNA INDUSTRIJA SRBIJE JSC,,,,,,OG0000623,,https://www.gem.wiki/Algyo_Oil_and_Gas_Field_(Hungary)
Barryroe,,oil and gas,field,Ireland,,51.226,-8.24,exact,discovered,2020,2012,,Exola,Exola [80%]; Lansdowne Celtic Sea [20%],Providence Resources [80%]; Lansdowne Oil & Gas PLC [20%],North Celtic Sea Basin,,,OG0000626,,https://www.gem.wiki/Barryroe_Oil_and_Gas_Field_(Ireland)
Beckett,,oil and gas,field,Ireland,,50.823,-11.836,approximate,discovered,2021,2016,,Europa Oil & Gas Ltd,Europa Oil & Gas Ltd [100%],Europa Oil & Gas (Holdings) PLC [100%],South Porcupine,,,OG0000627,,https://www.gem.wiki/Beckett_Oil_and_Gas_Field_(Ireland)
Corrib,,oil and gas,field,Ireland,,54.329,-11.063,exact,operating,2020,1996,2015,Vermilion Exploration and Production Ireland Limited (VEPIL),Canada Pension Plan Investment Board [43.5%]; Vermilion Energy [20%]; Equinor Energy Ireland Limited [36.5%],Canada Pension Plan Investment Board [43.5%]; Vermilion Energy Inc. [20%]; Equinor ASA [36.5%],,,,OG0000628,,https://www.gem.wiki/Corrib_Oil_and_Gas_Field_(Ireland)
Edgeworth,,oil and gas,field,Ireland,,50.804,-11.572,approximate,discovered,2017,,,Europa Oil & Gas Ltd,,,South Porcupine,,,OG0000631,,https://www.gem.wiki/Edgeworth_Oil_and_Gas_Field_(Ireland)
Ervine,,oil and gas,field,Ireland,,50.804,-11.572,approximate,discovered,2017,,,Europa Oil & Gas Ltd,,,South Porcupine,,,OG0000632,,https://www.gem.wiki/Ervine_Oil_and_Gas_Field_(Ireland)
Inishkea,,gas,field,Ireland,,50.804,-11.572,approximate,discovered,2020,,,Europa Oil & Gas Ltd,,,,,,OG0000635,,https://www.gem.wiki/Inishkea_Gas_Field_(Ireland)
Kiely East,,oil and gas,field,Ireland,,51.497,-13.141,approximate,discovered,2019,,,Europa Oil & Gas Ltd,,,South Porcupine Basin,,,OG0000636,,https://www.gem.wiki/Kiely_East_Oil_and_Gas_Field_(Ireland)
Kiely West,,oil and gas,field,Ireland,,51.497,-13.141,approximate,discovered,2019,,,Europa Oil & Gas Ltd,,,South Porcupine Basin,,,OG0000637,,https://www.gem.wiki/Kiely_West_Oil_and_Gas_Field_(Ireland)
PR3,,oil and gas,field,Ireland,,50.804,-11.572,approximate,discovered,2017,,,Europa Oil & Gas Ltd,,,South Porcupine,,,OG0000639,,https://www.gem.wiki/PR3_Oil_and_Gas_Field_(Ireland)
Shaw,,oil and gas,field,Ireland,,50.823,-11.836,approximate,discovered,2018,2016,,Europa Oil & Gas Ltd,,,South Porcupine,,,OG0000641,,https://www.gem.wiki/Shaw_Oil_and_Gas_Field_(Ireland)
The Edge,,gas,field,Ireland,,54.3289,-10.8081,approximate,discovered,2020,,,Europa Oil & Gas Ltd,,,Slyne Basin,,,OG0000644,,https://www.gem.wiki/The_Edge_Gas_Field_(Ireland)
Wilde,,oil and gas,field,Ireland,,,,,discovered,2021,2016,,Europa Oil & Gas Ltd,,,South Porcupine,,,OG0000645,,https://www.gem.wiki/Wilde_Oil_and_Gas_Field_(Ireland)
Amelia,,gas,field,Italy,,,,,operating,2020,1968,,Eni S.P.A.,,,,A.C 2.AS,,OG0000668,,https://www.gem.wiki/Amelia_Gas_Field_(Italy)
Angela-Angelina,,gas,field,Italy,,44.391,12.343,exact,operating,2020,1973,,Eni S.P.A.,,,,A.C 27.EA,,OG0000669,,https://www.gem.wiki/Angela-Angelina_Gas_Field_(Italy)
Annamaria,,gas,field,Italy,,,,,operating,2020,1982,2010,Eni S.P.A.,,,,A.C 11.AG,,OG0000670,,https://www.gem.wiki/Annamaria_Gas_Field_(Italy)
Barbara (NW),,gas,field,Italy,,43.927,13.604,approximate,operating,2020,1971,,Eni S.P.A.,Eni S.P.A. [100%],Eni S.P.A. [100%],,A.C 7.AS,,OG0000682,,https://www.gem.wiki/Barbara_(NW)_Gas_Field_(Italy)
Bonaccia,,gas,field,Italy,,,,,operating,2020,1981,,Eni S.P.A.,,,,B.C 17.TO,,OG0000684,,https://www.gem.wiki/Bonaccia_Gas_Field_(Italy)
Candela Palino (SE&NW),,gas,field,Italy,,,,,operating,2020,1962,,Eni S.P.A.,,,,Candela,,OG0000709,,https://www.gem.wiki/Candela_Palino_(SE&NW)_Gas_Field_(Italy)
Cassiopea,,gas,field,Italy,,,,,operating,2020,2008,,Eni S.P.A.,Noble Energy [39.7%]; Delek Drilling [22.7%]; Avner Oil Exploration [22.7%]; Ratio Oil Exploration [15%],Chevron Corporation [39.7%]; Delek Group [22.7%]; Delek Group [22.7%]; Ratio Petroleum [15%],,G.C 1.AG,,OG0000711,,https://www.gem.wiki/Cassiopea_Gas_Field_(Italy)
Caviaga,,gas,field,Italy,,,,,operating,2020,1944,,Eni S.P.A.,,,,Caviaga,,OG0000697,,https://www.gem.wiki/Caviaga_Gas_Field_(Italy)
Cervia-Arianna,,gas,field,Italy,,44.297,12.635,exact,operating,2020,1966,,Eni S.P.A.,,,,Cervia Mare,,OG0000714,,https://www.gem.wiki/Cervia-Arianna_Gas_Field_(Italy)
Daria,,gas,field,Italy,,,,,operating,2020,1985,,Eni S.P.A.,,,,A.C 13.AS,,OG0000720,,https://www.gem.wiki/Daria_Gas_Field_(Italy)
Dosso Degli Angeli,,gas,field,Italy,,,,,operating,2020,1969,,Eni S.P.A.,,,,Dosso Degli Angeli,,OG0000721,,https://www.gem.wiki/Dosso_Degli_Angeli_Gas_Field_(Italy)
Emma Ovest,,gas,field,Italy,,,,,operating,2020,1978,,Eni S.P.A.,,,,B.C 10.AS,,OG0000726,,https://www.gem.wiki/Emma_Ovest_Gas_Field_(Italy)
Gagliano,,gas,field,Italy,,,,,operating,2020,1960,,Eni S.P.A.,,,,Gagliano,,OG0000745,,https://www.gem.wiki/Gagliano_Gas_Field_(Italy)
Gela,,oil and gas,complex,Italy,,37.032,14.2696,exact,operating,2020,1956,1957,Eni S.P.A.,,,,Gela?Agip; C.C 1.AG,Gela,OG0000746,,https://www.gem.wiki/Gela_Oil_and_Gas_Complex_(Italy)
Giovanna,,gas,field,Italy,,,,,operating,2020,1985,,Eni S.P.A.,,,,B.C 10.AS,,OG0000748,,https://www.gem.wiki/Giovanna_Gas_Field_(Italy)
Hera Lacinia-Linda,,gas,field,Italy,,,,,operating,2020,1975,,Eni S.P.A.,,,,D.C 2.AG,,OG0000751,,https://www.gem.wiki/Hera_Lacinia-Linda_Gas_Field_(Italy)
Luna,,gas,field,Italy,,,,,operating,2020,1971,1975,Eni S.P.A.,,,,D.C 1.AG,,OG0000758,,https://www.gem.wiki/Luna_Gas_Field_(Italy)
Malossa,,oil and gas,field,Italy,,45.5,9.5667,approximate,operating,2020,1978,,Eni S.P.A.,,,,Canonica,,OG0000778,,https://www.gem.wiki/Malossa_Oil_and_Gas_Field_(Italy)
Miglianico,,oil and gas,field,Italy,,,,,operating,2020,2001,,Eni S.P.A.,,,,Miglianico,,OG0000766,,https://www.gem.wiki/Miglianico_Oil_and_Gas_Field_(Italy)
Panda,,gas,field,Italy,,,,,operating,2020,2002,,Eni S.P.A.,,,,G.R 14.AG,,OG0000801,,https://www.gem.wiki/Panda_Gas_Field_(Italy)
Porto Corsini E,,gas,field,Italy,,,,,operating,2020,1961,,Eni S.P.A.,,,Porto Corsini Mare; A.C 1.Ag,Porto Corsini Mare; A.C 1.Ag,,OG0000804,,https://www.gem.wiki/Porto_Corsini_E_Gas_Field_(Italy)
Porto Corsini W,,gas,field,Italy,,,,,operating,2020,1967,,Eni S.P.A.,,,,A.C 26.EA,,OG0000805,,https://www.gem.wiki/Porto_Corsini_W_Gas_Field_(Italy)
Porto Garibaldi-Agostino,,gas,field,Italy,,44.523,12.512,exact,operating,2020,1968,,Eni S.P.A.,,,,A.C 1.AG,,OG0000806,,https://www.gem.wiki/Porto_Garibaldi-Agostino_Gas_Field_(Italy)
Ragusa,,oil and gas,field,Italy,,,,,operating,2020,1954,,Eni S.P.A.,,,,Ragusa,,OG0000817,,https://www.gem.wiki/Ragusa_Oil_and_Gas_Field_(Italy)
Ravenna,,gas,field,Italy,,,,,operating,2020,1952,,Societa' Padana Energia,Gas Plus S.p.a. [100%],Gas Plus Group [100%],,Ravenna Terra,,OG0000819,,https://www.gem.wiki/Ravenna_Gas_Field_(Italy)
Roseto-Montestillo,,gas,field,Italy,,,,,operating,2020,1964,,Eni S.P.A.,,,,Tertiveri,,OG0000822,,https://www.gem.wiki/Roseto-Montestillo_Gas_Field_(Italy)
Spilamberto,,gas,field,Italy,,,,,operating,2020,1956,,Societa' Padana Energia,Gas Plus S.p.a. [100%],Gas Plus Group [100%],,Spilamberto,,OG0000848,,https://www.gem.wiki/Spilamberto_Gas_Field_(Italy)
Tempa Rossa,,oil and gas,field,Italy,,40.5494,15.9447,approximate,operating,2020,1989,2019,TotalEnergies,TotalEnergies E&P Italia [50%]; Shell [25%]; Mitsui E&P Italia B Srl [25%],"TotalEnergies [50%]; Royal Dutch Shell [25%]; Mitsui & Co., Ltd. [25%]",,Gorgoglione,,OG0000863,,https://www.gem.wiki/Tempa_Rossa_Oil_and_Gas_Field_(Italy)
Vega,,oil and gas,field,Italy,,36.54,14.625,exact,operating,2020,1981,1994,Edison,Energean [60%]; Eni S.P.A. [40%],Energean [60%]; Eni S.P.A. [40%],,C.C 6.EO,,OG0000871,,https://www.gem.wiki/Vega_Oil_and_Gas_Field_(Italy)
Villafortuna,,oil and gas,field,Italy,,,,,operating,2020,1984,,Eni S.P.A.,,,,Villafortuna?Trecate,,OG0000872,,https://www.gem.wiki/Villafortuna_Oil_and_Gas_Field_(Italy)
A12-FA,,gas,field,Netherlands,,55.394,3.795,exact,operating,2021,1988,2007,Petrogas E&P Netherlands B.V.,,,,,,OG0000873,,https://www.gem.wiki/A12-FA_Gas_Field_(Netherlands)
A18-FA,,gas,field,Netherlands,,55.117,3.832,exact,operating,2021,1987,2015,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V. [unknown %]; TAQA Offshore B.V. [unknown %]; ONE-Dyas B.V. [unknown %],Petrogas E&P LLC [unknown %]; TAQA (Abu Dhabi National Energy Company PJSC) [unknown %]; ONE-Dyas B.V. [unknown %],,,,OG0000875,,https://www.gem.wiki/A18-FA_Gas_Field_(Netherlands)
Ameland-Oost,,oil and gas,field,Netherlands,,53.47,5.914,exact,operating,2021,1964,1986,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. [100%],Royal Dutch Shell [100%],,,,OG0000885,,https://www.gem.wiki/Ameland-Oost_Oil_and_Gas_Field_(Netherlands)
Ameland-Westgat,,oil and gas,field,Netherlands,,53.501,5.933,exact,operating,2021,1975,1993,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0000886,,https://www.gem.wiki/Ameland-Westgat_Oil_and_Gas_Field_(Netherlands)
Annerveen,,oil and gas,field,Netherlands,,53.077,6.792,exact,operating,2021,1962,1973,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. [100%],Royal Dutch Shell [100%],,,,OG0000889,,https://www.gem.wiki/Annerveen_Oil_and_Gas_Field_(Netherlands)
B13-FA,,gas,field,Netherlands,,55.312,4.109,exact,operating,2021,1990,2011,Petrogas E&P Netherlands B.V.,,,,,,OG0000894,,https://www.gem.wiki/B13-FA_Gas_Field_(Netherlands)
Blija-Zuidoost,,oil and gas,field,Netherlands,,53.356,5.9,exact,operating,2021,1997,2001,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0000908,,https://www.gem.wiki/Blija-Zuidoost_Oil_and_Gas_Field_(Netherlands)
Botlek,,oil and gas,field,Netherlands,,51.872,4.34,exact,operating,2021,1984,1992,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. [50%]; EBN B.V. [50%],Royal Dutch Shell [50%]; Energie Beheer Nederland (EBN) [50%],,,,OG0000913,,https://www.gem.wiki/Botlek_Oil_and_Gas_Field_(Netherlands)
Coevorden,,oil and gas,field,Netherlands,,52.652,6.675,exact,operating,2021,1948,1950,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. [100%],Royal Dutch Shell [100%],,,,OG0000920,,https://www.gem.wiki/Coevorden_Oil_and_Gas_Field_(Netherlands)
