Unit name,Unit name local script,Fuel type,Unit type,Country,"Subnational unit (province, state)",Latitude,Longitude,Location accuracy,Status,Status year,Discovery year,Production start year,Operator,Owner,Parent,Basin,Concession / block,Project or complex,GEM Unit ID,Government unit ID,Wiki URL
Aleksandr�wka,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001435,,https://www.gem.wiki/Aleksandr�wka_Gas_Field_(Poland)
B 3,,oil and gas,field,Poland,,55.36,18.03,exact,operating,2019,1981,1992,LOTOS Petrobaltic,,,,,,OG0001437,,https://www.gem.wiki/B_3_Oil_and_Gas_Field_(Poland)
B 8,,oil and gas,field,Poland,,,,,operating,2019,,2015,LOTOS Petrobaltic,,,,,,OG0001440,,https://www.gem.wiki/B_8_Oil_and_Gas_Field_(Poland)
BMB (Barn�wko-Mostno-Buszewo),,oil and gas,field,Poland,,,,,operating,2019,1993,2000,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [100%],Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [100%],,,,OG0001441,,https://www.gem.wiki/BMB_(Barn�wko-Mostno-Buszewo)_Oil_and_Gas_Field_(Poland)
Bia?ogard,,gas,field,Poland,,,,,operating,2019,1982,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001446,,https://www.gem.wiki/Bia?ogard_Gas_Field_(Poland)
Bogdaj-Uciech�w,,gas,field,Poland,,51.499,17.632,approximate,operating,2019,1964,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001448,,https://www.gem.wiki/Bogdaj-Uciech�w_Gas_Field_(Poland)
Borz?cin,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001450,,https://www.gem.wiki/Borz?cin_Gas_Field_(Poland)
Bro?sko,,gas,field,Poland,,52.044,16.865,approximate,operating,2019,1998,2001,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [100%],Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [100%],,,,OG0001451,,https://www.gem.wiki/Bro?sko_Gas_Field_(Poland)
Ciecierzyn,,gas,field,Poland,,,,,operating,2019,1988,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001464,,https://www.gem.wiki/Ciecierzyn_Gas_Field_(Poland)
Daszewo N,,gas,field,Poland,,53.859,15.884,exact,operating,2019,1984,1987,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001472,,https://www.gem.wiki/Daszewo_N_Gas_Field_(Poland)
Dzieduszyce,,oil and gas,field,Poland,,,,,operating,2019,,1999,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001476,,https://www.gem.wiki/Dzieduszyce_Oil_and_Gas_Field_(Poland)
Dzik�w,,gas,field,Poland,,,,,operating,2019,,1996,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001477,,https://www.gem.wiki/Dzik�w_Gas_Field_(Poland)
El?bieciny,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001484,,https://www.gem.wiki/El?bieciny_Gas_Field_(Poland)
Gajewo,,oil and gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001487,,https://www.gem.wiki/Gajewo_Oil_and_Gas_Field_(Poland)
Gorzys?aw N,,gas,field,Poland,,54.109,15.533,exact,operating,2019,1970s,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001491,,https://www.gem.wiki/Gorzys?aw_N_Gas_Field_(Poland)
Grochowice,,gas,field,Poland,,,,,operating,2019,1978-1980,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001497,,https://www.gem.wiki/Grochowice_Gas_Field_(Poland)
Grot�w,,oil and gas,field,Poland,,,,,operating,2019,2003,2012,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001499,,https://www.gem.wiki/Grot�w_Oil_and_Gas_Field_(Poland)
G�ra,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001501,,https://www.gem.wiki/G�ra_Gas_Field_(Poland)
G�rzyca,,oil and gas,field,Poland,,,,,operating,2019,1989,2004,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001503,,https://www.gem.wiki/G�rzyca_Oil_and_Gas_Field_(Poland)
Hus�w-Albigowa-Krasne,,gas,field,Poland,,50.0428,22.132,exact,operating,2019,1961,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001505,,https://www.gem.wiki/Hus�w-Albigowa-Krasne_Gas_Field_(Poland)
Jab?onna,,gas,field,Poland,,,,,operating,2019,2003,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001507,,https://www.gem.wiki/Jab?onna_Gas_Field_(Poland)
Jab?onna S,,gas,field,Poland,,,,,operating,2019,2005,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001508,,https://www.gem.wiki/Jab?onna_S_Gas_Field_(Poland)
Jab?onna W,,gas,field,Poland,,,,,operating,2019,2004,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001509,,https://www.gem.wiki/Jab?onna_W_Gas_Field_(Poland)
Jasionka,,gas,field,Poland,,,,,operating,2019,2001-2004,2007,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001513,,https://www.gem.wiki/Jasionka_Gas_Field_(Poland)
Karmin,,gas,field,Poland,,,,,operating,2019,2014,2016,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [51%]; Orlen Group [49%],,,,,,OG0001528,,https://www.gem.wiki/Karmin_Gas_Field_(Poland)
Kielan�wka-Rzesz�w,,gas,field,Poland,,,,,operating,2019,1978,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001530,,https://www.gem.wiki/Kielan�wka-Rzesz�w_Gas_Field_(Poland)
Ko?cian S,,gas,field,Poland,,52.044,16.865,approximate,operating,2019,1995,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001534,,https://www.gem.wiki/Ko?cian_S_Gas_Field_(Poland)
Kury?�wka,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001544,,https://www.gem.wiki/Kury?�wka_Gas_Field_(Poland)
Lisewo,,gas,field,Poland,,,,,operating,2019,2012,2013,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001550,,https://www.gem.wiki/Lisewo_Gas_Field_(Poland)
Lubacz�w,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001551,,https://www.gem.wiki/Lubacz�w_Gas_Field_(Poland)
Lubiat�w,,oil and gas,field,Poland,,52.581,15.885,exact,operating,2019,2002,2012,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [100%],Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [100%],,,,OG0001552,,https://www.gem.wiki/Lubiat�w_Oil_and_Gas_Field_(Poland)
Lubliniec-Cieszan�w,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001554,,https://www.gem.wiki/Lubliniec-Cieszan�w_Gas_Field_(Poland)
Me?giew A i Me?giew B,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001556,,https://www.gem.wiki/Me?giew_A_i_Me?giew_B_Gas_Field_(Poland)
Mirocin,,gas,field,Poland,,,,,operating,2019,,1962,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001558,,https://www.gem.wiki/Mirocin_Gas_Field_(Poland)
Mi?dzych�d,,gas,field,Poland,,,,,operating,2019,2001,2012,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001559,,https://www.gem.wiki/Mi?dzych�d_Gas_Field_(Poland)
M?odasko,,gas,field,Poland,,,,,operating,2019,1985,1992,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001568,,https://www.gem.wiki/M?odasko_Gas_Field_(Poland)
Narat�w,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001570,,https://www.gem.wiki/Narat�w_Gas_Field_(Poland)
Niechl�w,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001571,,https://www.gem.wiki/Niechl�w_Gas_Field_(Poland)
Nowy Tomy?l,,gas,field,Poland,,,,,operating,2019,,2012,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001576,,https://www.gem.wiki/Nowy_Tomy?l_Gas_Field_(Poland)
Papro?,,gas,field,Poland,,52.334,16.371,approximate,operating,2019,1979,1985,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001582,,https://www.gem.wiki/Papro?_Gas_Field_(Poland)
Papro? W,,gas,field,Poland,,52.334,16.371,approximate,operating,2019,,2007,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001583,,https://www.gem.wiki/Papro?_W_Gas_Field_(Poland)
Pruchnik-Pantalowice,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001593,,https://www.gem.wiki/Pruchnik-Pantalowice_Gas_Field_(Poland)
Przemy?l,,gas,field,Poland,,,,,operating,2019,1958,1960,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [100%],Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [100%],,,,OG0001594,,https://www.gem.wiki/Przemy?l_Gas_Field_(Poland)
Przeworsk,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001595,,https://www.gem.wiki/Przeworsk_Gas_Field_(Poland)
Radlin,,gas,field,Poland,,52.015,17.607,exact,operating,2019,1986,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001599,,https://www.gem.wiki/Radlin_Gas_Field_(Poland)
Radoszyn,,oil and gas,field,Poland,,52.034,15.522,exact,operating,2019,,1995,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001600,,https://www.gem.wiki/Radoszyn_Oil_and_Gas_Field_(Poland)
Ruchocice,,gas,field,Poland,,,,,operating,2019,2003,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001611,,https://www.gem.wiki/Ruchocice_Gas_Field_(Poland)
Rylowa,,gas,field,Poland,,,,,operating,2019,1988,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001614,,https://www.gem.wiki/Rylowa_Gas_Field_(Poland)
Szlichtyngowa,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001627,,https://www.gem.wiki/Szlichtyngowa_Gas_Field_(Poland)
Tarcha?y (d.g.+cz.s.),,gas,field,Poland,,51.621,17.766,exact,operating,2019,1970,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001630,,https://www.gem.wiki/Tarcha?y_(d.g.+cz.s.)_Gas_Field_(Poland)
Tarnogr�d-Wola R�?aniecka,,gas,field,Poland,,,,,operating,2019,,2008,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001631,,https://www.gem.wiki/Tarnogr�d-Wola_R�?aniecka_Gas_Field_(Poland)
Tarn�w (miocen),,gas,field,Poland,,,,,operating,2019,,1984,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001633,,https://www.gem.wiki/Tarn�w_(miocen)_Gas_Field_(Poland)
Wielichowo,,gas,field,Poland,,52.159,16.3682,exact,operating,2019,2002,2010,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001643,,https://www.gem.wiki/Wielichowo_Gas_Field_(Poland)
Wilk�w,,gas,field,Poland,,51.616,16.248,exact,operating,2019,,1988,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001651,,https://www.gem.wiki/Wilk�w_Gas_Field_(Poland)
Winna G�ra,,gas,field,Poland,,,,,operating,2019,2006,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG); FX Energy Poland sp. Z oo,,,,,,OG0001652,,https://www.gem.wiki/Winna_G�ra_Gas_Field_(Poland)
Wola Obsza?ska,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001654,,https://www.gem.wiki/Wola_Obsza?ska_Gas_Field_(Poland)
Wola Rokietnicka,,gas,field,Poland,,,,,operating,2019,2008,2014,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001655,,https://www.gem.wiki/Wola_Rokietnicka_Gas_Field_(Poland)
Zagorzyce,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001663,,https://www.gem.wiki/Zagorzyce_Gas_Field_(Poland)
Zalesie,,gas,field,Poland,,,,,operating,2019,1982,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [51%]; Orlen Group [49%],Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG) [51%]; PKN ORLEN [49%],,,,OG0001665,,https://www.gem.wiki/Zalesie_Gas_Field_(Poland)
Za??cze,,gas,field,Poland,,51.479,16.787,exact,operating,2019,1971,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001667,,https://www.gem.wiki/Za??cze_Gas_Field_(Poland)
Zielin,,oil and gas,field,Poland,,52.783,14.852,exact,operating,2019,,1992,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001670,,https://www.gem.wiki/Zielin_Oil_and_Gas_Field_(Poland)
?ukowa,,gas,field,Poland,,,,,operating,2019,,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001674,,https://www.gem.wiki/?ukowa_Gas_Field_(Poland)
?roda Wielkopolska,,gas,field,Poland,,,,,operating,2019,2005,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001680,,https://www.gem.wiki/?roda_Wielkopolska_Gas_Field_(Poland)
?o?ynia-Le?ajsk,,gas,field,Poland,,,,,operating,2019,1960s,,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001684,,https://www.gem.wiki/?o?ynia-Le?ajsk_Gas_Field_(Poland)
?uchl�w,,gas,field,Poland,,51.6609,16.4989,exact,operating,2019,1978,1979,Polskie G�rnictwo Naftowe i Gazownictwo SA (PGNiG),,,,,,OG0001685,,https://www.gem.wiki/?uchl�w_Gas_Field_(Poland)
Ana,,gas,field,Romania,,44.0717,29.9699,exact,in development,2021,2007,2021,Black Sea Oil & Gas,,,,Histria Basin,Midia Gas Development,OG0001692,,https://www.gem.wiki/Ana_Gas_Field_(Romania)
Caragele,,gas,field,Romania,,45.0759,27.2062,approximate,operating,2019,,2016,Romgaz,,,,RG.06 Muntenia Nord-Est,,OG0001725,,https://www.gem.wiki/Caragele_Gas_Field_(Romania)
Cop?a Mic?,,gas,field,Romania,,,,,operating,2013,1912,,Romgaz,,,,,,OG0001732,,https://www.gem.wiki/Cop?a_Mic?_Gas_Field_(Romania)
Cristur,,gas,field,Romania,,46.2872,25.0303,approximate,operating,2013,,,Romgaz,,,,,,OG0001737,,https://www.gem.wiki/Cristur_Gas_Field_(Romania)
Cri?ana-Banat,,oil and gas,field,Romania,,,,,operating,2015,,,OMV Petrom S.A.,,,,,,OG0002256,,https://www.gem.wiki/Cri?ana-Banat_Oil_and_Gas_Field_(Romania)
Deleni-H?r?nglab,,gas,field,Romania,,46.2703,24.3729,approximate,operating,2016,1992,,Romgaz,,,Transylvanian Basin,,,OG0001743,,https://www.gem.wiki/Deleni-H?r?nglab_Gas_Field_(Romania)
Filitelnic (Philitelnic),,gas,field,Romania,,46.3654,24.6685,approximate,operating,2016,1958,1961,Romgaz,,,Transylvanian Basin,,,OG0001753,,https://www.gem.wiki/Filitelnic_(Philitelnic)_Gas_Field_(Romania)
Leb?da Est,,oil and gas,field,Romania,,44.5274,29.5484,exact,operating,2021,1980,1987,OMV Petrom S.A.,,,,XVIII Istra,,OG0001774,,https://www.gem.wiki/Leb?da_Est_Oil_and_Gas_Field_(Romania)
Mamu,,oil and gas,field,Romania,,44.7133,24.1183,approximate,operating,2018,,1988,OMV Petrom S.A.,,,,,,OG0001782,,https://www.gem.wiki/Mamu_Oil_and_Gas_Field_(Romania)
Moesia,,oil and gas,field,Romania,,,,,operating,2018,,,,,,,,,OG0001788,,https://www.gem.wiki/Moesia_Oil_and_Gas_Field_(Romania)
Moldova,,gas,field,Romania,,,,,operating,2019,,,Romgaz,,,,,,OG0001790,,https://www.gem.wiki/Moldova_Gas_Field_(Romania)
Muntenia,,oil and gas,field,Romania,,,,,operating,2019,,,Romgaz,,,,,,OG0001792,,https://www.gem.wiki/Muntenia_Oil_and_Gas_Field_(Romania)
Muntenia Vest,,oil and gas,field,Romania,,,,,operating,2019,,,,,,,,,OG0001793,,https://www.gem.wiki/Muntenia_Vest_Oil_and_Gas_Field_(Romania)
Nade?-Prod-Seleu?,,gas,field,Romania,,,,,operating,2016,,1934,Romgaz,,,,,,OG0001797,,https://www.gem.wiki/Nade?-Prod-Seleu?_Gas_Field_(Romania)
Petromar,,oil and gas,field,Romania,,,,,operating,2019,,2003,OMV Petrom,,,,,,OG0001812,,https://www.gem.wiki/Petromar_Oil_and_Gas_Field_(Romania)
Totea Deep,,gas,field,Romania,,44.9167,23.6167,approximate,operating,2018,2011,2011,OMV Petrom S.A.,,,,,,OG0001844,,https://www.gem.wiki/Totea_Deep_Gas_Field_(Romania)
Trinity-1X,,gas,project,Romania,,,,,discovered,2020,,,Lukoil and Romgaz,Lukoil [88%]; Romgaz [12.2%],PJSC LUKOIL [88%]; Romgaz [12.2%],,Trident Block,Trinity-1X,OG0001859,,https://www.gem.wiki/Trinity-1X_Gas_Project_(Romania)
T�rgu Mure?,,gas,field,Romania,,,,,operating,2016,,,Romgaz,,,,,,OG0001846,,https://www.gem.wiki/T�rgu_Mure?_Gas_Field_(Romania)
North Sakarya,,gas,field,Turkey,,,,,discovered,2021,2021,,TPAO,TPAO [unknown %],T�rkiye Petrolleri AO [unknown %],,,,OG0013118,,https://www.gem.wiki/North_Sakarya_Gas_Field_(Turkey)
Tuna-1,,gas,field,Turkey,,42.827,31.29,approximate,discovered,2020,2020,,TPAO,TPAO [100%],T�rkiye Petrolleri AO [100%],,Block AR/TPO/KD/C26-C27-D26-D27,,OG0001864,,https://www.gem.wiki/Tuna-1_Gas_Field
