ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,PipelineName,SegmentName,OtherNames,Parent,Status,StartYear1,StartYear2,StartYear3,StopYear,Capacity,CapacityUnits,CapacityBcm/y,LengthKnownKm,LengthEstimateKm,LengthMergedKm,Diameter,DiameterUnits,Source,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,EndPrefecture/District,EndState/Province,EndRegion,FID,FIDYear,WKTFormat
P2822,Gas,France,France,France,https://gem.wiki/Chemery�Nozay_Gas_Pipeline,Chemery�Nozay Gas Pipeline,,Chemery_Nozay,GRTgaz,Operating,,,,,,,--,--,239.1112201,239.1112201,,,,Chemery,,,Europe,Nozay,,,Europe,,,"LINESTRING(-1.6269 47.5647, -1.3303 47.5527, -1.2499 47.5459, -1.1669 47.5374, -1.1493 47.5306, -1.094 47.5357, -0.8929 47.5187, -0.8024 47.5187, -0.7546 47.5221, -0.7194 47.5204, -0.649 47.5272, -0.6088 47.5238, -0.5485 47.5068, -0.4806 47.4932, -0.4379 47.4932, -0.3599 47.4864, -0.2644 47.4847, -0.1487 47.4762, -0.0406 47.4626, 0.0574 47.4626, 0.1177 47.4609, 0.2284 47.4558, 0.2786 47.4575, 0.4496 47.4524, 0.52 47.4507, 0.5728 47.432, 0.613 47.4252, 0.6583 47.4218, 0.6809 47.4235, 0.7186 47.4201, 0.8512 47.4489, 0.9645 47.4522, 1.0432 47.4489, 1.1171 47.4422, 1.2008 47.4189, 1.2254 47.3989, 1.2747 47.3889, 1.3048 47.3867, 1.3625 47.3851, 1.412 47.3851, 1.4862 47.3878)"
P2823,Gas,Italy,Italy,Italy,https://gem.wiki/Chieti�Cupello_Gas_Pipeline,Chieti�Cupello Gas Pipeline,,Chieti_Cupello,Snam,Operating,,,,,,,--,--,81.02493216,81.02493216,22.00001188,in,,Cupello,,,Europe,Chieti,,,Europe,,,"LINESTRING(14.1416 42.3595, 14.207 42.4041, 14.2106 42.4103, 14.2376 42.4129, 14.2412 42.4144, 14.2472 42.4168, 14.2512 42.4169, 14.2601 42.4144, 14.2672 42.4072, 14.2702 42.4048, 14.2737 42.4033, 14.2818 42.4002, 14.2851 42.3984, 14.2871 42.3973, 14.2882 42.3958, 14.2878 42.3901, 14.2885 42.3829, 14.2922 42.3797, 14.3002 42.3756, 14.3107 42.372, 14.3141 42.3711, 14.319 42.3677, 14.3233 42.3638, 14.3482 42.3584, 14.3543 42.3503, 14.3584 42.3412, 14.3609 42.3366, 14.3741 42.3336, 14.3888 42.3265, 14.3969 42.3209, 14.402 42.3153, 14.4187 42.3118, 14.4208 42.3097, 14.4218 42.3046, 14.4222 42.3026, 14.4257 42.3001, 14.4312 42.2974, 14.4329 42.2934, 14.4334 42.2839, 14.4347 42.2771, 14.4353 42.276, 14.4348 42.274, 14.4338 42.2719, 14.4335 42.2694, 14.4389 42.2636, 14.4551 42.2485, 14.4588 42.2454, 14.4609 42.2443, 14.4655 42.2429, 14.4706 42.2412, 14.4735 42.2401, 14.475 42.2383, 14.475 42.2338, 14.475 42.2311, 14.478 42.2264, 14.5018 42.2007, 14.5033 42.1995, 14.5065 42.1984, 14.5098 42.1982, 14.5126 42.1985, 14.5206 42.2028, 14.5236 42.2045, 14.5261 42.2051, 14.528 42.2051, 14.5305 42.2045, 14.5327 42.2044, 14.541 42.2043, 14.5503 42.2045, 14.5552 42.2028, 14.5643 42.1991, 14.5704 42.197, 14.5812 42.1956, 14.5835 42.1953, 14.5896 42.195, 14.5928 42.1944, 14.5974 42.1906, 14.6024 42.1865, 14.6044 42.1846, 14.6053 42.1828, 14.6072 42.1768, 14.6079 42.1748, 14.6087 42.1736, 14.6104 42.1726, 14.6211 42.1703, 14.6237 42.1693, 14.6256 42.1677, 14.628 42.1654, 14.6299 42.164, 14.6331 42.1625, 14.6465 42.1556, 14.6491 42.1542, 14.6509 42.1533, 14.6528 42.151, 14.6556 42.1462, 14.6563 42.1443, 14.6575 42.1422, 14.6585 42.141, 14.6595 42.14, 14.6599 42.1392, 14.6609 42.1373, 14.6641 42.1349, 14.6679 42.1329, 14.6783 42.1223, 14.6845 42.1125, 14.6867 42.1102, 14.6928 42.1053, 14.6948 42.1031, 14.6977 42.098, 14.698 42.0968, 14.6979 42.0953, 14.6974 42.0942, 14.6972 42.0925, 14.6973 42.0897, 14.6971 42.088, 14.6967 42.0862, 14.6987 42.0837, 14.7003 42.0816, 14.7037 42.0801, 14.7057 42.0794, 14.7098 42.0782, 14.7104 42.078, 14.7108 42.0775, 14.7113 42.0767, 14.7125 42.0752, 14.7148 42.0739, 14.7161 42.0735, 14.7192 42.0733, 14.7206 42.0731, 14.7224 42.0718, 14.73 42.063, 14.7366 42.0611, 14.7482 42.0557, 14.8014 42.0248)"
P2824,Gas,Italy,Italy,Italy,https://gem.wiki/Chieti�Pineto_Gas_Pipeline,Chieti�Pineto Gas Pipeline,,Recanati_Chieti0,Gasdotti Italia S.p.A.,Operating,,,,,,,--,--,28.45583778,28.45583778,26.00001404,in,,Chieti,,,Europe,Pinto,,,Europe,,,"LINESTRING(14.0674 42.6063, 14.0801 42.5089, 14.1095 42.4744, 14.1094 42.4665, 14.1416 42.3595)"
P2825,Gas,Italy,Italy,Italy,https://gem.wiki/Chivasso�Mortara_Gas_Pipeline,Chivasso�Mortara Gas Pipeline,,"Rusya Federasyonu (bat?), Russia Westward - Turkey Main Transmission Line",Snam,Operating,,,,,,,--,--,66.32913444,66.32913444,42.0078967,in,,Mortara,,,Europe,Chivasso,,,Europe,,,"LINESTRING(7.9016 45.1856, 7.9942 45.2081, 8.039 45.2135, 8.1071 45.2189, 8.1663 45.2242, 8.2524 45.2296, 8.369 45.2404, 8.4891 45.244, 8.586 45.2493, 8.6792 45.2493, 8.7375 45.2522)"
P2826,Gas,Italy,Italy,Italy,https://gem.wiki/Chivasso�Poirino_Gas_Pipeline,Chivasso�Poirino Gas Pipeline,,Chivasso_Poirino,Snam,Operating,,,,,,,--,--,30.43352228,30.43352228,25.984266,in,,Poirino,,,Europe,Chivasso,,,Europe,,,"LINESTRING(7.8448 44.9188, 7.8633 45.0153, 7.8534 45.0677, 7.869 45.1258, 7.8761 45.1471, 7.8831 45.1599, 7.9016 45.1856)"
P2827,Gas,Italy,Italy,Italy,https://gem.wiki/Ciciliano�Melizzano_Gas_Pipeline,Ciciliano�Melizzano Gas Pipeline,,Ciciliano_Melizzano0,Snam,Operating,,,,,,,--,--,85.64909272,85.64909272,47.9921519,in,,Melizzano,,,Europe,Roccasecca,,,Europe,,,"LINESTRING(13.66 41.55, 13.7928 41.4687, 13.8117 41.4675, 13.834 41.4793, 13.8469 41.4816, 13.9163 41.4523, 13.9492 41.4381, 13.9986 41.4182, 14.0256 41.4017, 14.048 41.3829, 14.0609 41.3652, 14.0844 41.3464, 14.1162 41.3347, 14.1526 41.3288, 14.2138 41.3065, 14.3619 41.2418, 14.4266 41.2053, 14.5052 41.1618)"
P2828,Gas,Ireland,Ireland,Ireland,https://gem.wiki/Clonmel�Carlow_Gas_Pipeline,Clonmel�Carlow Gas Pipeline,,Clonmel_Carlow,Ervia,Operating,,,,,,,--,--,73.7323143,73.7323143,,,,Clonmel,,,Europe,Carlow,,,Europe,,,"LINESTRING(-7.68 52.35, -6.93 52.83)"
P2829,Gas,Ireland,Ireland,Ireland,https://gem.wiki/Clonmel�Waterford_Gas_Pipeline,Clonmel�Waterford Gas Pipeline,,Clonmel_Waterford,Ervia,Operating,,,,,,,--,--,39.99716318,39.99716318,,,,Clonmel,,,Europe,Waterford,,,Europe,,,"LINESTRING(-7.68 52.35, -7.1145 52.255)"
P2830,Gas,Spain,Spain,Spain,https://gem.wiki/Cordoba�Alcazar_De_San_Juan_Gas_Pipeline,Cordoba�Alcazar De San Juan Gas Pipeline,,Cordoba_AlcazarDeSanJuan0,Enag�s,Operating,,,,,,,--,--,252.905262,252.905262,,,,Cordoba,,,Europe,Alcazar de San Juan,,,Europe,,,"MULTILINESTRING((-3.7803 38.1899989599442, -3.8595 38.1555831948288, -3.89949 38.1492934281142, -3.97748 38.1131167443255, -4.00347 38.1083967246142, -4.07346 38.0784961842424, -4.16034 38.0587837628099, -4.20343 38.0229620853535, -4.29201 38.0135324158871, -4.67982 37.9097259997352), (-3.7803 38.19, -3.386 38.28), (-3.386 38.2802829778344, -3.32188 38.3196980179584, -3.31868 38.3356256789374, -3.36783 38.3616054001067, -3.386 38.3716595641854, -3.38493 38.4570635537616, -3.40523 38.5131073045713, -3.39562 38.5749557107929, -3.38386 38.6066950300957, -3.38066 38.64509753581, -3.35501 38.7126693357292, -3.35394 38.8176541740068, -3.34967 38.8875582200577, -3.32723 38.9133387836678, -3.33257 38.9307977179219, -3.34539 38.9590554545132, -3.32865 39.2711365413173, -3.34837 39.3194469066414, -3.35012 39.3898635664431))"
P2832,Gas,Spain,Spain,Spain,https://gem.wiki/Cordoba�Jaen_Gas_Pipeline,Cordoba�Jaen Gas Pipeline,,Cordoba_Jaen,Enag�s,Operating,,,,,,,--,--,57.21782798,57.21782798,,,,Jaen,,,Europe,Cordoba,,,Europe,,,"LINESTRING(-4.68002 37.9060031111216, -4.05 37.7790003679111)"
P2833,Gas,Spain,Spain,Spain,https://gem.wiki/Cordoba�Puertollano_Gas_Pipeline,Cordoba�Puertollano Gas Pipeline,,Cordoba_Puertollano,Enag�s,Operating,,,,,,,--,--,104.1116451,104.1116451,,,,Cordoba,,,Europe,Puertollano,,,Europe,,,"LINESTRING(-4.68003 37.9060000904536, -4.64847 37.9685520816314, -4.62586 37.9848260444503, -4.59932 38.0328519260155, -4.56589 38.0684636978663, -4.52165 38.1295826103512, -4.41056 38.2748244713969, -4.32195 38.3903668955799, -4.29409 38.58663335634, -4.10724 38.6860222751417)"
P2834,Gas,Italy,Italy,Italy,https://gem.wiki/Cortemaggiore�Pontremoli_Gas_Pipeline,Cortemaggiore�Pontremoli Gas Pipeline,,Cortemaggiore_Pontremoli,Snam,Operating,,,,,,,--,--,77.54167938,77.54167938,30.0000162,in,,Pontremoli,,,Europe,Cortemaggiore,,,Europe,,,"LINESTRING(9.9209 44.9911, 9.9077 44.9158, 9.9066 44.894, 9.9025 44.8858, 9.8866 44.8764, 9.8637 44.8582, 9.8531 44.8499, 9.8425 44.8405, 9.8395 44.8352, 9.8354 44.8288, 9.8325 44.8229, 9.8313 44.8158, 9.8284 44.8082, 9.8225 44.8041, 9.8172 44.7976, 9.8154 44.7929, 9.8119 44.7847, 9.8043 44.7788, 9.7978 44.7747, 9.7919 44.7682, 9.7902 44.7641, 9.7896 44.7512, 9.7902 44.7471, 9.7902 44.73, 9.7902 44.7235, 9.7896 44.7171, 9.7808 44.7083, 9.7719 44.703, 9.7649 44.6983, 9.7584 44.6936, 9.7566 44.69, 9.7578 44.6859, 9.7625 44.683, 9.769 44.6741, 9.7666 44.6677, 9.7619 44.6618, 9.7655 44.653, 9.7684 44.6453, 9.7743 44.6395, 9.779 44.6312, 9.7813 44.6206, 9.7778 44.6077, 9.7772 44.5907, 9.7584 44.5836, 9.7543 44.5765, 9.7537 44.5648, 9.7578 44.5566, 9.7678 44.543, 9.7749 44.5348, 9.7855 44.5254, 9.8031 44.5078, 9.806 44.5031, 9.8201 44.4872, 9.8213 44.4842, 9.8225 44.4813, 9.8272 44.4707, 9.8325 44.4642, 9.8407 44.4554, 9.846 44.4519, 9.8548 44.4448, 9.8613 44.4366, 9.8637 44.4319, 9.8648 44.4266, 9.866 44.4213, 9.8672 44.4113, 9.8684 44.4025, 9.8701 44.3931, 9.8725 44.3843, 9.8748 44.3766, 9.8813 44.3729)"
P2835,Gas,Ireland,Ireland,Ireland,https://gem.wiki/Craughwell�Loughshinny_Gas_Pipeline,Craughwell�Loughshinny Gas Pipeline,,Craughwell_Loughshinny,Ervia,Operating,,,,,,,--,--,179.7509198,179.7509198,,,,Craughwell,,,Europe,Loughshinny,,,Europe,,,"LINESTRING(-8.733 53.23, -6.084 53.548)"
P2836,Gas,Ireland,Ireland,Ireland,https://gem.wiki/Craughwell�Portacloy_Gas_Pipeline,Craughwell�Portacloy Gas Pipeline,,Craughwell_Portacloy,Ervia,Operating,,,,,,,--,--,140.7049786,140.7049786,,,,Craughwell,,,Europe,Portacloy,,,Europe,,,"LINESTRING(-8.733 53.23, -9.788 54.329)"
P2837,Gas,Italy,Italy,Italy,https://gem.wiki/Crotone�Maida_Santa_Eufemia_Gas_Pipeline,Crotone�Maida Santa Eufemia Gas Pipeline,,Crotone_MaidaSEufemia,Snam,Operating,,,,,,,--,--,85.25318569,85.25318569,22.00001188,in,,Maida Santa Eufemia,,,Europe,Crotone,,,Europe,,,"LINESTRING(16.3646 38.859, 16.4181 38.8441, 16.4421 38.8386, 16.4624 38.8146, 16.4791 38.7998, 16.4994 38.7832, 16.5289 38.7795, 16.5455 38.7832, 16.5732 38.8128, 16.6046 38.8441, 16.6599 38.8718, 16.7005 38.9014, 16.7393 38.9161, 16.7744 38.9272, 16.8058 38.9383, 16.8371 38.9438, 16.8574 38.9457, 16.8833 38.9475, 16.9331 38.9494, 16.9793 38.9512, 16.9922 38.942, 17.0254 38.9549, 17.0402 38.9752, 17.0494 39.014, 17.0512 39.049, 17.1139 39.079)"
P2838,Gas,Italy,Italy,Italy,https://gem.wiki/Cupello�Biccari_Gas_Pipeline,Cupello�Biccari Gas Pipeline,,Cupello_Biccari,Snam,Operating,,,,,,,--,--,77.79336673,77.79336673,20.0000108,in,,Biccari,,,Europe,Cupello,,,Europe,,,"LINESTRING(14.8014 42.0248, 14.8455 41.9211, 14.9409 41.784, 15.1103 41.605, 15.1954 41.397)"
P2839,Gas,Italy,Italy,Italy,https://gem.wiki/Cupello�Vastogirardi_Gas_Pipeline,Cupello�Vastogirardi Gas Pipeline,,Cupello_Vastogirardi,Snam,Operating,,,,,,,--,--,56.90260883,56.90260883,42.00002268,in,,Vastogirardi,,,Europe,Cupello,,,Europe,,,"LINESTRING(14.2607 41.7746, 14.273 41.7946, 14.3153 41.7913, 14.3309 41.7924, 14.3799 41.8258, 14.3966 41.8325, 14.4444 41.8213, 14.4934 41.8213, 14.5413 41.8425, 14.608 41.8915, 14.7015 41.9438, 14.8014 42.0248)"
P2840,Gas,Germany,Germany,Germany,https://gem.wiki/Deudan_Loop_Gas_Pipeline,Deudan Loop Gas Pipeline,,Deudan_Loop,--,Operating,1993,,,,,,--,--,59.38272416,59.38272416,35.43309,in,,Fockbek,,,Europe,Node 2 Name,,,Europe,,,"LINESTRING(9.6 54.3, 9.289 54.8019)"
